"note","candidate_name","response","q_id"
"","Óskar Höskuldsson","Alltof vægir",32
"","Óskar Höskuldsson","Vil ekki svara",33
"Stríðið gegn fíkniefnum er að gera krimma úr æskulýð og láglaunafólki, og verður að enda.","Óskar Höskuldsson","Mjög hlynnt(ur)",34
"","Óskar Höskuldsson","Mjög andvíg(ur)",35
"","Óskar Höskuldsson","Mjög andvíg(ur)",36
"Hljómar rétt. ","Óskar Höskuldsson","Sammála",37
"","Óskar Höskuldsson","Mjög ósammála",38
"Ég er að kynna mér kvóta og auðlinda mál betur en ég treysti mér varla til þess að svara þessari spurningu að fullri sannfæringu.","Óskar Höskuldsson","Vil ekki svara",39
"Ég er að kynna mér kvóta og auðlinda mál betur en ég treysti mér varla til þess að svara þessari spurningu að fullri sannfæringu.","Óskar Höskuldsson","Vil ekki svara",40
"Yfirgangur fjórflokksins í stjórnarskrármálinu er til hneysklis.","Óskar Höskuldsson","Frekar hlynnt(ur)",41
"","Óskar Höskuldsson","Hlutlaus",42
"Íbúar höfuðborgasvæðisins myndu vera þvílíkt alráðandi án einhverskonar kjördæmavægi","Óskar Höskuldsson","Mjög andvíg(ur)",43
"","Óskar Höskuldsson","Mjög hlynnt(ur)",44
"","Óskar Höskuldsson","Hlutlaus",45
"","Óskar Höskuldsson","Mjög ósammála",46
"","Óskar Höskuldsson","Mjög mikilvægt",47
"","Óskar Höskuldsson","Mjög hlynnt(ur)",48
"","Óskar Höskuldsson","Mjög andvíg(ur)",49
"","Óskar Höskuldsson","Mjög ósammála",50
"","Óskar Höskuldsson","Vil ekki svara",51
"Þetta væri mjög stórt skref aftur á bak. Það á ekki að glæpavæða vændiskonur, en það á að taka á honum jóni sem er að kaupa eða selja vændi. ","Óskar Höskuldsson","Mjög andvíg(ur)",52
"Nauðsynlegt er að brjóta á bak heimsvaldastefnunnar sem býr til aðstæðunar þar sem aðrar þjóðir þurfa á þróunaraðstoð. Að auki er slík aðstoð oft á tíðum dulbúin heimsvaldastefna. 

Ef það kemur að neyðarástandi í öðrum löndum ætti íslenska ríkið, og almenningur ef hann vill, að koma til aðstoðar.","Óskar Höskuldsson","Hvorki né",53
"","Óskar Höskuldsson","Veit ekki",54
"Hljómar bara ágætlega, en ég svara ekki af fullri sannfæringu.","Óskar Höskuldsson","Frekar hlynnt(ur)",55
"","Óskar Höskuldsson","Vil ekki svara",56
"Þetta er nú heldur betur erfið spurning fyrir grænmetisætu sem vill framfarir í læknavísindum! Úff...","Óskar Höskuldsson","Vil ekki svara",57
"","Óskar Höskuldsson","Atvinnuleysi",58
"","Óskar Höskuldsson","Mjög ósammála",59
"","Óskar Höskuldsson","Mjög ósammála",60
"Hallast að því að vera sammála. Það er mikið til að vera stoltur af sem íslendingur, en það þýðir ekki að við eigum að vera með einhvern þjóðernisrembing.","Óskar Höskuldsson","Sammála",61
"","Óskar Höskuldsson","Mjög sammála",62
"","Óskar Höskuldsson","Mjög ósammála",63
"Þjóðkirkjan hefur nú kosti og galla...","Óskar Höskuldsson","Frekar andvíg(ur)",64
"Í þeim tilgangi að veita börnum frekari skilningi á öðrum menningum og öðru fólk.","Óskar Höskuldsson","Sammála",65
"","Óskar Höskuldsson","Mjög sammála",66
"","Guðmundur Ingi Kristinsson","Mjög ósammála",1
"","Guðmundur Ingi Kristinsson","Mjög andvíg(ur)",2
"","Guðmundur Ingi Kristinsson","Mjög hlynnt(ur)",3
"","Guðmundur Ingi Kristinsson","Mjög andvíg(ur)",4
"","Guðmundur Ingi Kristinsson","Hvorugt lýsir afstöðu minni",5
"","Guðmundur Ingi Kristinsson","Hagsmunum Íslands er best borgið utan ESB",6
"","Guðmundur Ingi Kristinsson","Norska krónu",7
"","Guðmundur Ingi Kristinsson","Mjög andvíg(ur)",8
"","Guðmundur Ingi Kristinsson","Hvorki né",9
"","Guðmundur Ingi Kristinsson","Mjög ósammála",10
"","Guðmundur Ingi Kristinsson","Hlutlaus",11
"","Guðmundur Ingi Kristinsson","Mjög andvíg(ur)",12
"","Guðmundur Ingi Kristinsson","Mjög hlynnt(ur)",13
"","Guðmundur Ingi Kristinsson","Ósammála",14
"","Guðmundur Ingi Kristinsson","Styrkirnir eru of háir",15
"","Guðmundur Ingi Kristinsson","Skattbyrðin er alltof há",16
"","Guðmundur Ingi Kristinsson","Mjög andvíg(ur)",17
"","Guðmundur Ingi Kristinsson","Mjög sammála",18
"","Guðmundur Ingi Kristinsson","Skattar eru alltof háir",19
"","Guðmundur Ingi Kristinsson","Mjög andvíg(ur)",20
"","Guðmundur Ingi Kristinsson","Mjög sammála",21
"","Guðmundur Ingi Kristinsson","Mjög andvíg(ur)",22
"","Guðmundur Ingi Kristinsson","Mjög andvíg(ur)",23
"","Guðmundur Ingi Kristinsson","Mjög hlynnt(ur)",24
"","Guðmundur Ingi Kristinsson","Mjög hlynnt(ur)",25
"","Guðmundur Ingi Kristinsson","Ósammála",26
"","Guðmundur Ingi Kristinsson","Mjög ósammála",27
"","Guðmundur Ingi Kristinsson","Mjög ósammála",28
"","Guðmundur Ingi Kristinsson","Framfærslan er alltof lág",29
"","Guðmundur Ingi Kristinsson","Bætur eru alltof lágar",30
"","Guðmundur Ingi Kristinsson","Bætur eru alltof lágar",31
"","Guðmundur Ingi Kristinsson","Alltof vægir",32
"","Guðmundur Ingi Kristinsson","Mjög hlynnt(ur)",33
"","Guðmundur Ingi Kristinsson","Hlutlaus",34
"","Guðmundur Ingi Kristinsson","Hlutlaus",35
"","Guðmundur Ingi Kristinsson","Mjög andvíg(ur)",36
"","Guðmundur Ingi Kristinsson","Mjög sammála",37
"","Guðmundur Ingi Kristinsson","Mjög ósammála",38
"","Guðmundur Ingi Kristinsson","Skemur en 10 ár",39
"","Guðmundur Ingi Kristinsson","Mjög hlynnt(ur)",40
"","Guðmundur Ingi Kristinsson","Mjög hlynnt(ur)",41
"","Guðmundur Ingi Kristinsson","Mjög hlynnt(ur)",42
"","Guðmundur Ingi Kristinsson","Mjög hlynnt(ur)",43
"","Guðmundur Ingi Kristinsson","Mjög hlynnt(ur)",44
"","Guðmundur Ingi Kristinsson","Mjög andvíg(ur)",45
"","Guðmundur Ingi Kristinsson","Mjög ósammála",46
"","Guðmundur Ingi Kristinsson","Mjög mikilvægt",47
"","Guðmundur Ingi Kristinsson","Mjög hlynnt(ur)",48
"","Guðmundur Ingi Kristinsson","Mjög andvíg(ur)",49
"","Guðmundur Ingi Kristinsson","Hvorki né",50
"","Guðmundur Ingi Kristinsson","Mjög hlynnt(ur)",51
"","Guðmundur Ingi Kristinsson","Mjög andvíg(ur)",52
"","Guðmundur Ingi Kristinsson","Mjög sammála",53
"","Guðmundur Ingi Kristinsson","Innanlandsflug til Reykjavíkur fari um Keflavíkurflugvöll",54
"","Guðmundur Ingi Kristinsson","Mjög andvíg(ur)",55
"","Guðmundur Ingi Kristinsson","Alls ekki mikilvægt",56
"","Guðmundur Ingi Kristinsson","Mjög ósammála",57
"","Guðmundur Ingi Kristinsson","Atvinnuleysi",58
"","Guðmundur Ingi Kristinsson","Mjög ósammála",59
"","Guðmundur Ingi Kristinsson","Mjög ósammála",60
"","Guðmundur Ingi Kristinsson","Mjög ósammála",61
"","Guðmundur Ingi Kristinsson","Hvorki né",62
"","Guðmundur Ingi Kristinsson","Mjög ósammála",63
"","Guðmundur Ingi Kristinsson","Mjög andvíg(ur)",64
"","Guðmundur Ingi Kristinsson","Mjög ósammála",65
"","Guðmundur Ingi Kristinsson","Mjög sammála",66
"Mér finnst orðið ""stóriðja"" vera orðið hálfgert blótsyrði í dag en með nýjustu tækni má vel fara í frekari stóriðjuframkvæmdir í sátt við land og þjóð.","Inga Karen Ingólfsdóttir","Sammála",1
"Nauðsynlegt er að efla atvinnulífið á Suðurnesjum en gæta þarf þess þó að spilla náttúrunni ekki um of.","Inga Karen Ingólfsdóttir","Frekar hlynnt(ur)",2
"Óspillt náttúra er eitt helsta stolt Íslendinga og aðdráttarafl ferðamanna til landsins.  Það er skylda okkar allra að vernda hana.","Inga Karen Ingólfsdóttir","Mjög hlynnt(ur)",3
"Ég hef ekki kynnt mér málið nægilega til þess að taka sterka afstöðu en allar frekari virkjanir þarf að skoða mjög vel.","Inga Karen Ingólfsdóttir","Hlutlaus",4
"","Inga Karen Ingólfsdóttir","Hvorugt lýsir afstöðu minni",5
"","Inga Karen Ingólfsdóttir","Hagsmunum Íslands er best borgið utan ESB",6
"Við viljum nýja mynt og festa hana við sterkan erlendan gjaldmiðil.  Helst mynt-körfu eða USD.","Inga Karen Ingólfsdóttir","Annan gjaldmiðil",7
"","Inga Karen Ingólfsdóttir","Frekar hlynnt(ur)",8
"","Inga Karen Ingólfsdóttir","Ósammála",9
"Best væri að efla og auka íslenska framleiðslu þar sem eftirspurnin er augljóslega mikil.","Inga Karen Ingólfsdóttir","Hvorki né",10
"","Inga Karen Ingólfsdóttir","Mjög andvíg(ur)",11
"","Inga Karen Ingólfsdóttir","Frekar hlynnt(ur)",12
"","Inga Karen Ingólfsdóttir","Mjög hlynnt(ur)",13
"","Inga Karen Ingólfsdóttir","Mjög ósammála",14
"","Inga Karen Ingólfsdóttir","Styrkirnir eru of háir",15
"","Inga Karen Ingólfsdóttir","Skattbyrðin er alltof há",16
"Mér finnst sjálfsagt að greiða hófleg innritunargjöld.","Inga Karen Ingólfsdóttir","Mjög hlynnt(ur)",17
"","Inga Karen Ingólfsdóttir","Mjög ósammála",18
"","Inga Karen Ingólfsdóttir","Skattar eru alltof háir",19
"Styrkja ber menningu og listir í samfélaginu en ekki í núverandi mynd.","Inga Karen Ingólfsdóttir","Frekar hlynnt(ur)",20
"","Inga Karen Ingólfsdóttir","Sammála",21
"Sterkt áfengi á heima í sérverslun en ríkið ætti ekki að hafa einokunarrétt á áfengi frekar en öðru.","Inga Karen Ingólfsdóttir","Frekar hlynnt(ur)",22
"","Inga Karen Ingólfsdóttir","Frekar andvíg(ur)",23
"","Inga Karen Ingólfsdóttir","Mjög hlynnt(ur)",24
"","Inga Karen Ingólfsdóttir","Mjög hlynnt(ur)",25
"","Inga Karen Ingólfsdóttir","Sammála",26
"","Inga Karen Ingólfsdóttir","Mjög sammála",27
"","Inga Karen Ingólfsdóttir","Mjög sammála",28
"Það er til skammar að fólk neyðist til að skuldsetja sig með skammtímalánum meðan á námi stendur og bestu kjörin í kjölfarið séu svo að skrifa undir óútfyllta ávísun hjá LÍN.
Flokkur heimilanna mun koma á fyrirframgreiddu ""Styrktarkerfi Íslenskra Námsmanna"" sem mun leysa lánasjóðinn af hólmi.
SÍN í stað LÍN!","Inga Karen Ingólfsdóttir","Framfærslan er alltof lág",29
"","Inga Karen Ingólfsdóttir","Bætur eru of lágar",30
"","Inga Karen Ingólfsdóttir","Bætur eru of lágar",31
"","Inga Karen Ingólfsdóttir","Alltof vægir",32
"","Inga Karen Ingólfsdóttir","Mjög hlynnt(ur)",33
"Mér finnst ekki gott að tala um ""lögleiðingu kannabisefna"" í því skyni að það verði bara hið besta mál að neyta þeirra.  Hinsvegar finnst mér þær hugmyndir að horfa frekar á neysluna sem lýðheilsuvandamál mjög áhugaverðar.","Inga Karen Ingólfsdóttir","Hlutlaus",34
"","Inga Karen Ingólfsdóttir","Frekar andvíg(ur)",35
"","Inga Karen Ingólfsdóttir","Mjög andvíg(ur)",36
"","Inga Karen Ingólfsdóttir","Mjög sammála",37
"","Inga Karen Ingólfsdóttir","Mjög ósammála",38
"Ég þekki ekki nógu vel til.","Inga Karen Ingólfsdóttir","Vil ekki svara",39
"","Inga Karen Ingólfsdóttir","Frekar hlynnt(ur)",40
"Boðað var til ráðgefandi þjóðaratkvæðagreiðslu og það skal því standa.","Inga Karen Ingólfsdóttir","Mjög andvíg(ur)",41
"","Inga Karen Ingólfsdóttir","Frekar andvíg(ur)",42
"","Inga Karen Ingólfsdóttir","Frekar andvíg(ur)",43
"","Inga Karen Ingólfsdóttir","Mjög hlynnt(ur)",44
"","Inga Karen Ingólfsdóttir","Mjög andvíg(ur)",45
"Það þýðir þó ekki að lækka eigi kröfur til almennrar heilbrigðisþjónustu.","Inga Karen Ingólfsdóttir","Mjög sammála",46
"","Inga Karen Ingólfsdóttir","Mikilvægt",47
"","Inga Karen Ingólfsdóttir","Mjög hlynnt(ur)",48
"","Inga Karen Ingólfsdóttir","Frekar andvíg(ur)",49
"","Inga Karen Ingólfsdóttir","Sammála",50
"","Inga Karen Ingólfsdóttir","Mjög hlynnt(ur)",51
"Afar furðulegt fyrirkomulag.","Inga Karen Ingólfsdóttir","Vil ekki svara",52
"","Inga Karen Ingólfsdóttir","Mjög ósammála",53
"","Inga Karen Ingólfsdóttir","Flugvöllurinn á að vera áfram í Vatnsmýri",54
"","Inga Karen Ingólfsdóttir","Frekar hlynnt(ur)",55
"","Inga Karen Ingólfsdóttir","Hvorki né",56
"","Inga Karen Ingólfsdóttir","Ósammála",57
"","Inga Karen Ingólfsdóttir","Verðbólgu",58
"","Inga Karen Ingólfsdóttir","Mjög sammála",59
"","Inga Karen Ingólfsdóttir","Sammála",60
"","Inga Karen Ingólfsdóttir","Mjög ósammála",61
"","Inga Karen Ingólfsdóttir","Ósammála",62
"","Inga Karen Ingólfsdóttir","Mjög ósammála",63
"","Inga Karen Ingólfsdóttir","Mjög andvíg(ur)",64
"","Inga Karen Ingólfsdóttir","Sammála",65
"","Inga Karen Ingólfsdóttir","Sammála",66
"","Ísleifur Gíslason","Ósammála",1
"","Ísleifur Gíslason","Frekar andvíg(ur)",2
"","Ísleifur Gíslason","Frekar hlynnt(ur)",3
"","Ísleifur Gíslason","Hlutlaus",4
"","Ísleifur Gíslason","Ísland á að hætta aðildaviðræðum",5
"","Ísleifur Gíslason","Hagsmunum Íslands er best borgið utan ESB",6
"Hugmynd Lilju Mósesdóttur um nýkrónu á tvennskonar gengi er athugandi","Ísleifur Gíslason","Íslenska krónu",7
"","Ísleifur Gíslason","Hlutlaus",8
"","Ísleifur Gíslason","Hvorki né",9
"","Ísleifur Gíslason","Hvorki né",10
"","Ísleifur Gíslason","Frekar hlynnt(ur)",11
"","Ísleifur Gíslason","Frekar andvíg(ur)",12
"Fólk sem talar tungumálið aðlagast fyrr og betur breittum aðstæðum","Ísleifur Gíslason","Mjög hlynnt(ur)",13
"","Ísleifur Gíslason","Ósammála",14
"","Ísleifur Gíslason","Styrkirnir eru of háir",15
"Frítekjumörk / persónuafsláttur er alltof lág","Ísleifur Gíslason","Skattbyrðin er of há",16
"","Ísleifur Gíslason","Frekar andvíg(ur)",17
"","Ísleifur Gíslason","Sammála",18
"Háir skattar á eldsneyti eru hamlandi fyrir atvinnulífið og bitna einnig verst á þeim sem eru tekjlægstir.","Ísleifur Gíslason","Skattar eru alltof háir",19
"","Ísleifur Gíslason","Hlutlaus",20
"","Ísleifur Gíslason","Hvorki né",21
"","Ísleifur Gíslason","Hlutlaus",22
"","Ísleifur Gíslason","Hlutlaus",23
"","Ísleifur Gíslason","Mjög hlynnt(ur)",24
"","Ísleifur Gíslason","Mjög hlynnt(ur)",25
"","Ísleifur Gíslason","Sammála",26
"","Ísleifur Gíslason","Mjög sammála",27
"","Ísleifur Gíslason","Mjög sammála",28
"","Ísleifur Gíslason","Framfærslan er alltof lág",29
"","Ísleifur Gíslason","Bætur eru alltof lágar",30
"","Ísleifur Gíslason","Bætur eru of lágar",31
"","Ísleifur Gíslason","Of vægir",32
"","Ísleifur Gíslason","Frekar hlynnt(ur)",33
"","Ísleifur Gíslason","Frekar andvíg(ur)",34
"","Ísleifur Gíslason","Hlutlaus",35
"","Ísleifur Gíslason","Frekar andvíg(ur)",36
"","Ísleifur Gíslason","Mjög sammála",37
"","Ísleifur Gíslason","Ósammála",38
"","Ísleifur Gíslason","10 ára",39
"","Ísleifur Gíslason","Frekar hlynnt(ur)",40
"","Ísleifur Gíslason","Hlutlaus",41
"","Ísleifur Gíslason","Mjög hlynnt(ur)",42
"","Ísleifur Gíslason","Frekar hlynnt(ur)",43
"","Ísleifur Gíslason","Mjög hlynnt(ur)",44
"","Ísleifur Gíslason","Frekar andvíg(ur)",45
"","Ísleifur Gíslason","Mjög ósammála",46
"","Ísleifur Gíslason","Mjög mikilvægt",47
"Munnholið og þar með tennur eru óaðskiljanlegur hluti af líkamanum. Skemmdar tennur geta valdið lífshættulegum ígerðum og sjúkdómum.
Að hafa þessa þjónustu utan tryggingakerfisins bitnar verst á þeim sem síst skildi, öryrkjum, öldruðum og öðrum þeim sem minna mega sín.","Ísleifur Gíslason","Mjög hlynnt(ur)",48
"","Ísleifur Gíslason","Mjög andvíg(ur)",49
"","Ísleifur Gíslason","Ósammála",50
"","Ísleifur Gíslason","Hlutlaus",51
"","Ísleifur Gíslason","Mjög andvíg(ur)",52
"","Ísleifur Gíslason","Mjög ósammála",53
"","Ísleifur Gíslason","Flugvöllurinn á að vera áfram í Vatnsmýri",54
"","Ísleifur Gíslason","Frekar andvíg(ur)",55
"","Ísleifur Gíslason","Hvorki né",56
"","Ísleifur Gíslason","Sammála",57
"Verðbólgan dregur úr tækifærum fyrirtækja til upbyggingar og eykur þannig atvinnuleysið.","Ísleifur Gíslason","Verðbólgu",58
"","Ísleifur Gíslason","Hvorki né",59
"","Ísleifur Gíslason","Hvorki né",60
"","Ísleifur Gíslason","Ósammála",61
"","Ísleifur Gíslason","Hvorki né",62
"","Ísleifur Gíslason","Hvorki né",63
"","Ísleifur Gíslason","Frekar andvíg(ur)",64
"","Ísleifur Gíslason","Hvorki né",65
"","Ísleifur Gíslason","Ósammála",66
"","Björn Birgir Þorláksson","Hvorki né",1
"","Björn Birgir Þorláksson","Hlutlaus",2
"","Björn Birgir Þorláksson","Frekar hlynnt(ur)",3
"","Björn Birgir Þorláksson","Hlutlaus",4
"","Björn Birgir Þorláksson","Ísland á að hætta aðildaviðræðum",5
"","Björn Birgir Þorláksson","Hagsmunum Íslands er best borgið utan ESB",6
"","Björn Birgir Þorláksson","Íslenska krónu",7
"","Björn Birgir Þorláksson","Hlutlaus",8
"","Björn Birgir Þorláksson","Hvorki né",9
"","Björn Birgir Þorláksson","Sammála",10
"","Björn Birgir Þorláksson","Hlutlaus",11
"","Björn Birgir Þorláksson","Frekar andvíg(ur)",12
"","Björn Birgir Þorláksson","Frekar hlynnt(ur)",13
"","Björn Birgir Þorláksson","Ósammála",14
"","Björn Birgir Þorláksson","Styrkirnir eru hæfilegir",15
"","Björn Birgir Þorláksson","Skattbyrðin er alltof há",16
"","Björn Birgir Þorláksson","Hlutlaus",17
"","Björn Birgir Þorláksson","Mjög ósammála",18
"","Björn Birgir Þorláksson","Skattar eru of háir",19
"","Björn Birgir Þorláksson","Frekar andvíg(ur)",20
"","Björn Birgir Þorláksson","Sammála",21
"","Björn Birgir Þorláksson","Mjög hlynnt(ur)",22
"","Björn Birgir Þorláksson","Frekar hlynnt(ur)",23
"","Björn Birgir Þorláksson","Frekar hlynnt(ur)",24
"","Björn Birgir Þorláksson","Mjög hlynnt(ur)",25
"","Björn Birgir Þorláksson","Sammála",26
"","Björn Birgir Þorláksson","Hvorki né",27
"","Björn Birgir Þorláksson","Mjög sammála",28
"","Björn Birgir Þorláksson","Framfærslan er of lág",29
"","Björn Birgir Þorláksson","Bætur eru of lágar",30
"","Björn Birgir Þorláksson","Bætur eru of lágar",31
"","Björn Birgir Þorláksson","Of vægir",32
"","Björn Birgir Þorláksson","Hlutlaus",33
"","Björn Birgir Þorláksson","Mjög hlynnt(ur)",34
"","Björn Birgir Þorláksson","Mjög andvíg(ur)",35
"","Björn Birgir Þorláksson","Frekar hlynnt(ur)",36
"","Björn Birgir Þorláksson","Mjög ósammála",37
"","Björn Birgir Þorláksson","Sammála",38
"","Björn Birgir Þorláksson","30 ára",39
"","Björn Birgir Þorláksson","Frekar hlynnt(ur)",40
"","Björn Birgir Þorláksson","Mjög andvíg(ur)",41
"","Björn Birgir Þorláksson","Mjög hlynnt(ur)",42
"","Björn Birgir Þorláksson","Frekar hlynnt(ur)",43
"","Björn Birgir Þorláksson","Frekar hlynnt(ur)",44
"","Björn Birgir Þorláksson","Frekar andvíg(ur)",45
"","Björn Birgir Þorláksson","Ósammála",46
"","Björn Birgir Þorláksson","Mikilvægt",47
"","Björn Birgir Þorláksson","Frekar hlynnt(ur)",48
"","Björn Birgir Þorláksson","Frekar andvíg(ur)",49
"","Björn Birgir Þorláksson","Mjög sammála",50
"","Björn Birgir Þorláksson","Mjög hlynnt(ur)",51
"","Björn Birgir Þorláksson","Mjög hlynnt(ur)",52
"","Björn Birgir Þorláksson","Ósammála",53
"","Björn Birgir Þorláksson","Flugvöllurinn á að vera áfram í Vatnsmýri",54
"","Björn Birgir Þorláksson","Frekar andvíg(ur)",55
"","Björn Birgir Þorláksson","Alls ekki mikilvægt",56
